"id","statement_full","statement_strip","statement_noise_p25","statement_noise_p50","statement_noise_p75","target","source","text_origin"
"163","'Wọ́n sọ fún ìyá mi láti jù mí nù ní kékeré nítorí mo ní àìsàn 'Sickle Cell' àmọ́ mo tí pé ọdún 65 báyìí'","'Won so fun iya mi lati ju mi nu ni kekere nitori mo ni aisan 'Sickle Cell' amo mo ti pe odun 65 bayii'","'Wọ́n sọ fún iyá mi láti jù mí nù ní kekeré nítori mo ní àìsàn 'Sickle Cell' àmọ́ mo ti pé ọdun 65 báyìí'","'Wón so fun iyá mi láti jù mí nù ni kékere nítori mo ni àisan 'Sickle Cell' àmọ́ mo tí pe odun 65 báyií'","'Won so fun iya mi lati jù mí nu ni kekere nitori mo ni aìsàn 'Sickle Cell' amo mo ti pé ọdun 65 bayii'","non-sarcastic","BBC News","original"
"164","'Bí àwọn èèyàn bá rí mi, ọmọ gómìnà Adeleke ni wọ́n ń pè mí nítorí pé a jọra gidigidi'","'Bi awon eeyan ba ri mi, omo gomina Adeleke ni won n pe mi nitori pe a jora gidigidi'","'Bí àwon èèyàn bá rí mi, ọmọ góminà Adeleke ni wón ń pè mí nitorí pé a jọra gidigidi'","'Bi àwọn eeyan bá ri mi, omo góminà Adeleke ni wọ́n n pè mi nitori pé a jora gidigidi'","'Bi àwon eeyan bá ri mi, ọmo gomina Adeleke ni wọ́n n pe mi nítorí pé a jọra gidigidi'","non-sarcastic","BBC News","original"
"165","'Ọjọ́ mẹ́rin ni ọkọ mi fi sá kúrò nílé lẹ́yìn tó gbọ́ pé ìbẹta ni mo bí'","'Ojo merin ni oko mi fi sa kuro nile leyin to gbo pe ibeta ni mo bi'","'Ọjọ mérin ni ọko mi fi sá kurò nílé lẹ́yin tó gbó pé ìbẹta ni mo bi'","'Ọjo mẹ́rin ni oko mi fi sá kurò níle léyìn to gbọ́ pe ìbeta ni mo bi'","'Ojo merin ni oko mi fi sá kurò níle lẹyin to gbọ pe ibeta ni mo bi'","non-sarcastic","BBC News","original"
"166","Baálẹ̀ Yemi Ogunyemi, Baálẹ̀ Oluyole àti àgbà ọ̀jẹ̀ agbóhùnsáfẹ́fẹ́, jáde láyé","Baale Yemi Ogunyemi, Baale Oluyole ati agba oje agbohunsafefe, jade laye","Baálẹ̀ Yemi Ogunyemi, Baalẹ̀ Oluyole àti àgbà ọ̀jẹ̀ agbóhunsafẹ́fẹ́, jáde láye","Baálẹ Yemi Ogunyemi, Baálè Oluyole ati agbà ọjè agbóhùnsáféfẹ́, jáde láye","Baálè Yemi Ogunyemi, Baale Oluyole ati agba ojè agbohùnsafẹ́fẹ, jade laye","non-sarcastic","BBC News","original"
"167","Russia fẹ̀sùn kan Ukraine pé ó ju àdó olóró sí Moscow ṣáájú ayẹyẹ ogun àgbáyé kejì","Russia fesun kan Ukraine pe o ju ado oloro si Moscow saaju ayeye ogun agbaye keji","Russia fẹ̀sùn kan Ukraine pé ó ju àdo oloró sí Moscow saájú ayẹyẹ ogun àgbayé kejì","Russia fẹsun kan Ukraine pé o ju adó oloro sí Moscow saáju ayẹye ogun agbaye keji","Russia fesun kan Ukraine pé o ju ado oloró si Moscow ṣaajú ayẹye ogun àgbaye keji","non-sarcastic","BBC News","original"
"168","Wo àwọn ọmọ Naijiria mẹ́fà tí ile-ẹjọ́ ti dájọ́ ikú fún","Wo awon omo Naijiria mefa ti ile-ejo ti dajo iku fun","Wo àwọn ọmọ Naijiria mẹfa tí ile-ẹjọ ti dájọ́ iku fún","Wo awọn ọmọ Naijiria méfà tí ile-ẹjọ́ ti dájọ́ iku fún","Wo awọn ọmọ Naijiria mefa tí ile-ejo ti dajo iku fún","non-sarcastic","BBC News","original"
"169","Ìyàwó gun ọkọ lọ́bẹ pa lẹ̀yìn ọjọ́ kẹsàn-án ìgbeyàwó","Iyawo gun oko lobe pa leyin ojo kesan-an igbeyawo","Ìyawó gun okọ lobẹ pa lẹyìn ọjọ́ kẹsàn-án ìgbeyàwo","Ìyawo gun okọ lọ́bẹ pa lẹyin ojo kesan-án igbeyawo","Ìyawó gun oko lobe pa leyin ojọ kesàn-an igbeyàwo","non-sarcastic","BBC News","original"
"170","Mọ̀ nípa Joan, obìnrin tó ṣe bí ọkùnrin tó fi di Póòpù ìjọ Àgùdà","Mo nipa Joan, obinrin to se bi okunrin to fi di Poopu ijo Aguda","Mọ̀ nípa Joan, obìnrin to ṣe bí ọkùnrin to fi di Póopù ìjọ Àgùdà","Mò nipa Joan, obìnrin to ṣe bi okùnrin to fi di Póopu ijọ Agudà","Mọ nípa Joan, obìnrin to se bi okunrin tó fi di Póopù ijọ Aguda","non-sarcastic","BBC News","original"
"171","Tito Harrison, gbajúmọ̀ òṣèré tíátà ṣàlàyé àìsàn tó sọ ọ́ di aláìní, tó ṣe ń gbé ilé àna rẹ̀","Tito Harrison, gbajumo osere tiata salaye aisan to so o di alaini, to se n gbe ile ana re","Tito Harrison, gbajúmọ̀ òṣèré tíatà ṣalàyé àisan tó so ọ di aláìní, tó se ń gbé ilé àna rẹ","Tito Harrison, gbajúmò òsèré tiata ṣalaye aìsan to so ọ di aláìní, tó ṣe ń gbe ile àna rẹ̀","Tito Harrison, gbajumọ osere tiáta salaye aìsan to so o di alainí, tó se ń gbe ilé ana re","non-sarcastic","BBC News","original"
"172","Kí nídìí tí Póòpù tuntun fi yan Leo XIV gẹ́gẹ́ bí orúkọ oyè rẹ̀ tuntun?","Ki nidii ti Poopu tuntun fi yan Leo XIV gege bi oruko oye re tuntun?","Kí nídìi tí Póòpu tuntun fi yan Leo XIV gégé bí orúkọ oyè rẹ tuntun?","Kí nídií tí Poòpu tuntun fi yan Leo XIV gégé bi orúkọ oyè re tuntun?","Kí nidii ti Poopù tuntun fi yan Leo XIV gẹgẹ bí orukọ oyè rè tuntun?","non-sarcastic","BBC News","original"
"173","Wo bí àwọn obìnrin ṣe ń rí ikú he láti ọwọ́ àwọn ọkùnrin ní Naijiria","Wo bi awon obinrin se n ri iku he lati owo awon okunrin ni Naijiria","Wo bí àwọn obinrin ṣe n rí ikú he láti ọwọ́ awọn okùnrin ní Naijiria","Wo bí àwon obìnrin ṣe n ri ikú he lati ọwó awọn ọkunrin ni Naijiria","Wo bi àwon obinrin se n ri iku he lati owo awon ọkùnrin ni Naijiria","non-sarcastic","BBC News","original"
"174","Ẹgbẹ́ ọ̀dọ́ fún Gómìnà Adeleke ní gbèdéke ọjọ́ láti yanjú owó ilé tó ń fò lókè l'Osun","Egbe odo fun Gomina Adeleke ni gbedeke ojo lati yanju owo ile to n fo loke l'Osun","Ẹgbẹ́ ọdọ́ fún Gómìnà Adeleke ni gbedéke ọjọ́ láti yanjú owó ilé tó ń fò lókè l'Osun","Egbé òdọ fun Gómina Adeleke ní gbèdeke ọjọ́ láti yanju owó ilé to ń fò lókè l'Osun","Egbé odọ fun Gominà Adeleke ní gbedeke ọjọ láti yanju owo ile to ń fo lókè l'Osun","non-sarcastic","BBC News","original"
"175","""Mò ń kọ́ àwọn akẹ́kọ̀ọ́ ní ìmọ̀ ẹ̀kọ́ Kẹ́mísírì lédè Yorùbá, fún àgbéga akẹ́kọ̀ọ́ àti èdé abínibí""","""Mo n ko awon akekoo ni imo eko Kemisiri lede Yoruba, fun agbega akekoo ati ede abinibi""","""Mò ń kọ́ àwọn akékòọ́ ní imọ̀ ẹ̀kọ́ Kẹ́mísírì léde Yorùba, fún àgbéga akẹkọ̀ọ́ àti èdé abínibí""","""Mo ń kọ́ àwọn akẹkọó ní imò ẹkọ Kẹ́mísirì ledè Yoruba, fún àgbega akékọó ati ede abinibí""","""Mò n ko awọn akekọ̀o ní ìmo ẹ̀ko Kẹmísíri lede Yorùbá, fun agbega akẹkoo àti ede abinibi""","non-sarcastic","BBC News","original"
"176","Wo ìgbésẹ̀ tí o le è gbé láti mọ̀ bóyá ojúlówó ni nọ̀ńbà NIN rẹ àti ànfàní lílo rẹ̀","Wo igbese ti o le e gbe lati mo boya ojulowo ni nonba NIN re ati anfani lilo re","Wo ìgbésẹ tí o le è gbe láti mọ bóya ojúlówó ni nọ̀ńbà NIN rẹ àti anfàní lílo rẹ̀","Wo ìgbésè tí o le e gbe láti mọ boyá ojúlówó ni nọńbà NIN re ati ànfani lilo rẹ̀","Wo ìgbese ti o le e gbe lati mò boya ojulowó ni nońba NIN re ati ànfani lilo rẹ","non-sarcastic","BBC News","original"
"177","Ilé aṣòfin bẹ̀rẹ̀ ìgbésẹ̀ láti sọ Aláàfin di alága ìgbìmọ̀ lọ́balọ́ba l‘Oyo, Olubadan ni igbákejì, Soun ni igbá kẹta, Olubadan bá yarí","Ile asofin bere igbese lati so Alaafin di alaga igbimo lobaloba l‘Oyo, Olubadan ni igbakeji, Soun ni igba keta, Olubadan ba yari","Ile aṣofin bẹ̀rẹ̀ igbése láti sọ Aláàfin di alága ìgbìmọ lóbaloba l‘Oyo, Olubadan ni igbákejì, Soun ni igbá kẹta, Olubadan bá yarí","Ile asòfin bẹrẹ̀ ìgbésẹ̀ lati so Alaàfin di alaga igbimọ lobalọ́ba l‘Oyo, Olubadan ni igbákejì, Soun ni igbá kẹta, Olubadan ba yarí","Ile asofin bere igbese láti so Alaafin di alaga igbimo lọ́balọba l‘Oyo, Olubadan ni igbakeji, Soun ni igbá keta, Olubadan ba yarí","non-sarcastic","BBC News","original"
"178","""Ọgbẹ́ ọkàn ló jẹ́ pé Faith, ọmọ mi pa ara rẹ̀ tórí ó gba máàkì kékeré nínú èsì ìdánwò JAMB""","""Ogbe okan lo je pe Faith, omo mi pa ara re tori o gba maaki kekere ninu esi idanwo JAMB""","""Ọgbẹ́ ọkan ló jé pe Faith, ọmọ mi pa ara rẹ̀ torí ó gba máakì kékeré ninu esì idánwo JAMB""","""Ọgbẹ okàn ló jẹ́ pé Faith, omọ mi pa ara re torí ó gba maàkì kékere nínú esì idanwo JAMB""","""Ọgbẹ okan lo je pe Faith, omo mi pa ara rè tori o gba máaki kékere ninu esi idánwò JAMB""","non-sarcastic","BBC News","original"
"179","Kí ló mú kí ìjọba Kwara gbé ilé ẹ̀kọ́ girama méjì tipa n'Ilorin?","Ki lo mu ki ijoba Kwara gbe ile eko girama meji tipa n'Ilorin?","Kí ló mú ki ìjọba Kwara gbe ile ẹkọ́ girama mejì tipa n'Ilorin?","Ki lo mú ki ìjọba Kwara gbe ile èkọ girama méjì tipa n'Ilorin?","Ki lo mu ki ijoba Kwara gbe ile ekó girama meji tipa n'Ilorin?","non-sarcastic","BBC News","original"
"180","Ọdún Egúngún àgbáyé sọkutu wọ̀wọ̀ nílùú Ibadan, àlàyé rèé lórí ìsesí egúngún pàtàkì mẹ́wàá tó pitú","Odun Egungun agbaye sokutu wowo niluu Ibadan, alaye ree lori isesi egungun pataki mewaa to pitu","Ọdún Egungún agbáyé sọkutu wọwọ̀ niluu Ibadan, àlàyé rèe lorí ìsesi egúngún pàtàkì mẹ́wàá tó pitú","Ọdun Egúngun àgbaye sọkutu wòwọ̀ niluú Ibadan, alayé rèe lorí isesí egungun pàtaki mewaá to pitu","Odun Egúngun agbáye sọkutu wowo niluu Ibadan, àlàye ree lori isesi egungun pataki mewaa to pitú","non-sarcastic","BBC News","original"
"181","""Ìyàwó àti ọmọ mi márùn-ún kú lọ́jọ́ kan ṣoṣo lẹ́yìn tí wọ́n jẹ ìrẹsì tán""","""Iyawo ati omo mi marun-un ku lojo kan soso leyin ti won je iresi tan""","""Iyàwó àti omọ mi márùn-ún kú lọ́jọ kan soṣo léyìn tí won je ìrẹsì tán""","""Ìyawó ati omọ mi márun-un kú lọjọ kan ṣoṣo lẹ́yìn ti wón je iresi tan""","""Iyàwó ati omọ mi márùn-un kú lọ́jo kan soso léyìn ti wọn je ìresi tán""","non-sarcastic","BBC News","original"
"182","Jumoke George tí mọ ibi tí ọmọ rẹ̀ àmọ́ nǹkan kò fara rọ fún-un níbẹ̀ - Biola Bayo","Jumoke George ti mo ibi ti omo re amo nnkan ko fara ro fun-un nibe - Biola Bayo","Jumoke George ti mọ ibi tí omọ rè àmọ́ nǹkan ko fara ro fún-un níbẹ - Biola Bayo","Jumoke George tí mọ ibi ti omọ rè àmọ nnkan kò fara ro fun-un níbẹ - Biola Bayo","Jumoke George tí mọ ibi tí omo rẹ amo nǹkan kò fara ro fun-un nibe - Biola Bayo","non-sarcastic","BBC News","original"
"183","Àwọn akẹ́kọ̀ọ́ àtàwọn òbí fẹ́ kí àjọ JAMB fagilé gbogbo èsì ìdánwò UTME tó jáde torí àṣìṣe tó wà níbẹ̀","Awon akekoo atawon obi fe ki ajo JAMB fagile gbogbo esi idanwo UTME to jade tori asise to wa nibe","Àwọn akekọọ́ àtawon òbí fẹ kí àjọ JAMB fagilé gbogbo èsi idánwo UTME tó jade tori àsìse to wa níbẹ̀","Awọn akẹkòọ atawon obi fẹ́ kí àjo JAMB fagile gbogbo esì idánwò UTME tó jáde tori aṣìṣe tó wà nibẹ","Awon akekọọ atawon obí fe ki ajo JAMB fagilé gbogbo esi idanwò UTME to jáde tori asise to wà níbẹ","non-sarcastic","BBC News","original"
"184","Ìdí tí Tinubu ṣe fi òfin de kíkó àwọn ọjà  kan wọlé sí Nàíjíríà láti ilẹ̀ òkèèrè","Idi ti Tinubu se fi ofin de kiko awon oja  kan wole si Naijiria lati ile okeere","Ìdí ti Tinubu ṣe fi òfin de kiko àwọn ọjà  kan wolé sí Naíjirià lati ilẹ òkèèrè","Idi tí Tinubu se fi òfin de kikó awọn oja  kan wole si Nàíjiria lati ilẹ̀ okeere","Idí tí Tinubu se fi òfin de kiko awon oja  kan wọle sí Nàíjiria lati ile okèere","non-sarcastic","BBC News","original"
"185","Ohun tí a mọ̀ rèé nípa ‘ìrẹsì olóró’ tí wọ́n ló wọ ìpínlẹ̀ Ogun àti Eko","Ohun ti a mo ree nipa ‘iresi oloro’ ti won lo wo ipinle Ogun ati Eko","Ohun ti a mọ̀ rèe nípa ‘irẹsì oloró’ tí wọ́n ló wọ ìpínlẹ Ogun àti Eko","Ohun ti a mò reé nipa ‘iresi olóró’ tí wọ́n ló wọ ipínlẹ Ogun àti Eko","Ohun ti a mọ rèe nipa ‘iresi olóro’ ti wọn lo wo ipínle Ogun ati Eko","non-sarcastic","BBC News","original"
"186","Wo bí ìmọ̀ ẹ̀rọ àtọwọ́dá àti àsọdùn ṣe ń gbóríyìn fún olórí ológun","Wo bi imo ero atowoda ati asodun se n gboriyin fun olori ologun","Wo bí ìmo ẹrọ àtọwọ́dá àti àsọdùn ṣe n gbóríyìn fún olorí ologun","Wo bi imò ẹrọ àtowóda àti àsọdun se ń gbóriyin fún olori ológun","Wo bi imọ ero atọwodá ati asọdun se n gboriyin fun olori ologun","non-sarcastic","BBC News","original"
"187","""Àwọn ológun wà níbí lóòótọ́, ṣùgbọ́n kò sí ààbò fún wa""","""Awon ologun wa nibi loooto, sugbon ko si aabo fun wa""","""Àwọn ológun wa nibí lóòótọ́, sugbọ́n kò sí aàbo fún wa""","""Àwọn ologun wa nibí lóòotọ́, ṣùgbọ́n ko si ààbò fun wa""","""Awon ologun wa nibi loootó, ṣugbón ko sí aabo fun wa""","non-sarcastic","BBC News","original"
"188","Wo eré tíátà mẹ́wàá tó sọ fíìmù Yorùbá di ìlúmọ̀ọ́ká ní àgbáyé","Wo ere tiata mewaa to so fiimu Yoruba di ilumooka ni agbaye","Wo ere tiáta mẹ́wàa tó sọ fíìmù Yorùbá di ìlumoọ́ká ní agbáyé","Wo eré tíáta méwaá tó so fiìmu Yorùba di ilumooka ní àgbáyé","Wo ere tiata méwaa tó sọ fiimù Yoruba di ìlumooká ni agbáye","non-sarcastic","BBC News","original"
"189","Wọ́n ti sin àgékù ara Hafsot Lawal tí afurasí Abdulrahman gé wẹ́lẹ́wẹ́lẹ́ n'Ilorin","Won ti sin ageku ara Hafsot Lawal ti afurasi Abdulrahman ge welewele n'Ilorin","Wọ́n ti sin àgékù ara Hafsot Lawal tí afurasí Abdulrahman gé wélẹ́wẹ́lé n'Ilorin","Wón ti sin àgekù ara Hafsot Lawal tí afurasí Abdulrahman ge wẹ́lewẹ́lẹ́ n'Ilorin","Wọ́n ti sin àgekù ara Hafsot Lawal tí afurasí Abdulrahman ge welewẹlé n'Ilorin","non-sarcastic","BBC News","original"
"190","Kí ni yóò ṣẹlẹ̀ s'áwọn akẹ́kọ̀ọ́ bí JAMB ṣe l'óun yóò ṣe àtúnyẹ̀wò èsì ìdánwo 2025?","Ki ni yoo sele s'awon akekoo bi JAMB se l'oun yoo se atunyewo esi idanwo 2025?","Kí ni yóò ṣẹlẹ̀ s'awọn akẹ́kòọ́ bí JAMB se l'oun yóò se atunyẹwò èsì idánwo 2025?","Ki ni yoo sẹle s'áwon akekọo bi JAMB ṣe l'oun yóo se atunyèwò esì idánwo 2025?","Ki ni yoò sele s'áwon akekoọ bi JAMB se l'óun yoo ṣe àtunyewo èsì ìdanwo 2025?","non-sarcastic","BBC News","original"
"191","Ọwọ́ NDLEA tẹ obìnrin tó gbé òògùn olóró pamọ́ sójú ara rẹ̀ lọ sí Iran","Owo NDLEA te obinrin to gbe oogun oloro pamo soju ara re lo si Iran","Ọwọ́ NDLEA tẹ obìnrin tó gbe òògùn olóró pamó sóju ara rè lo sí Iran","Owọ́ NDLEA tẹ obìnrin to gbe oògùn oloro pamọ́ soju ara rẹ̀ lọ si Iran","Owo NDLEA te obinrin to gbe oogun oloro pamó soju ara rẹ̀ lọ si Iran","non-sarcastic","BBC News","original"
"192","Ọ̀pọ̀ ọdún ni ọkọ mi fi lòògùn oorun fún mi kó lè baà ráàyè máa fipá bá mi lò pọ̀'","Opo odun ni oko mi fi loogun oorun fun mi ko le baa raaye maa fipa ba mi lo po'","Òpọ̀ ọdún ni ọko mi fi lòogùn oorun fún mi ko le baa ráaye máa fipa bá mi lò pò'","Òpọ̀ odun ni oko mi fi loògùn oorun fún mi ko le baà ráayè máa fipá ba mi lò pọ'","Opo ọdún ni oko mi fi lòogun oorun fún mi ko le baa ráàye máa fipa ba mi lo pọ'","non-sarcastic","BBC News","original"
"193","Ìdí tí ọ̀pọ̀ èèyàn káàkiri àgbáyé ṣe fẹ́ràn ìjọba ológun Burkina Faso","Idi ti opo eeyan kaakiri agbaye se feran ijoba ologun Burkina Faso","Idi ti ọpọ̀ èèyàn káàkiri àgbáyé ṣe fẹ́ràn ìjọba ológun Burkina Faso","Ìdí tí opo èèyan kaakiri agbáye ṣe fẹ́ran ijọba ológun Burkina Faso","Idi ti òpọ èeyan kaakiri agbáye se féran ijọba ológun Burkina Faso","non-sarcastic","BBC News","original"
"194","Ìgalà fa ìjàmbá fún bàálù Air Peace, ó tún ṣàkóbá fún ìrìnàjò òfurufú ní Delta","Igala fa ijamba fun baalu Air Peace, o tun sakoba fun irinajo ofurufu ni Delta","Igalà fa ìjambá fún bàálu Air Peace, ó tún ṣàkóba fun ìrìnàjò òfurufú ní Delta","Igala fa ijàmbá fun baalu Air Peace, o tún sàkobá fun ìrìnàjo òfurufú ni Delta","Igala fa ijamba fun baalu Air Peace, ó tun sakobá fún irinàjo ofurufú ni Delta","non-sarcastic","BBC News","original"
"195","Ìjàmbá tírélà ré kọ̀nténà lu ''dispatch rider' méjì l'Eko, wọ́n pàdánù ẹ̀mí wọn lójú ẹsẹ̀","Ijamba tirela re kontena lu ''dispatch rider' meji l'Eko, won padanu emi won loju ese","Ìjambá tiréla re kontenà lu ''dispatch rider' méjì l'Eko, wọn padanù ẹ̀mí wọn lójú ẹsẹ̀","Ìjàmba tirélà ré kònténà lu ''dispatch rider' mejì l'Eko, won padanu èmi won lóju ẹsè","Ijamba tirelà re kontenà lu ''dispatch rider' meji l'Eko, wọn padánù ẹmí won lóju ese","non-sarcastic","BBC News","original"
"196","Ìdí tí ọlọ́pàá South Africa fi mú pásítọ̀ ọmọ Naijiria padà, lẹ́yìn tí iléẹjọ́ tú u sílẹ̀ lọ́gbà ẹ̀wọ̀n lórí ẹ̀sùn ìfipábánilòpọ̀","Idi ti olopaa South Africa fi mu pasito omo Naijiria pada, leyin ti ileejo tu u sile logba ewon lori esun ifipabanilopo","Ìdí tí ọlọ́paá South Africa fi mú pasitò ọmọ Naijiria padà, léyìn tí ileẹjó tu u silẹ lógbà ẹwọn lorí ẹ̀sun ìfipabanilopo","Ìdí tí olopaa South Africa fi mú pásito omọ Naijiria padà, léyin tí iléẹjó tú u sílẹ̀ lógba ẹwọn lorí esun ifipabanilopọ","Ìdí ti olopaa South Africa fi mu pasitò omo Naijiria pada, lẹ́yìn ti ileejo tu u sile lógbà ewòn lorí esun ifipabanilopò","non-sarcastic","BBC News","original"
"197","Ǹjẹ́ ẹ ti gbọ́ nípa ìlú Ugbo nípìnlẹ̀ Ondo, níbi tó ti jẹ́ èèwọ̀ láti fẹ́ obìnrin pupa?","Nje e ti gbo nipa ilu Ugbo nipinle Ondo, nibi to ti je eewo lati fe obinrin pupa?","Ǹjẹ́ e ti gbọ nípa ìlú Ugbo nipìnlẹ̀ Ondo, nibi tó ti jẹ́ èèwọ̀ lati fẹ obìnrin pupa?","Nje ẹ ti gbó nipa ìlu Ugbo nípinlẹ Ondo, nibi tó ti je eewọ̀ lati fe obìnrin pupa?","Njẹ́ ẹ ti gbo nípa ìlu Ugbo nipinlè Ondo, nibi to ti jẹ́ eèwo láti fé obìnrin pupa?","non-sarcastic","BBC News","original"
"198","Ta a ni eku ẹdá tó tún dá wàhálà sílẹ̀ lẹ́yìn tí India àti Pakistan gbà láti sinmi ogun?","Ta a ni eku eda to tun da wahala sile leyin ti India ati Pakistan gba lati sinmi ogun?","Ta a ni eku edá tó tún dá wàhála sílẹ léyìn tí India àti Pakistan gbà lati sinmi ogun?","Ta a ni eku eda tó tun da wàhalà sile lẹyin tí India ati Pakistan gbà láti sinmi ogun?","Ta a ni eku edá to tun da wahala silè leyin ti India àti Pakistan gbà lati sinmi ogun?","non-sarcastic","BBC News","original"
"199","Femi Adebayo, Mercy Aigbe, fíìmù Lisabi, àti àwọn míì tó borí níbi àmì ẹ̀yẹ 2025 AMVCA","Femi Adebayo, Mercy Aigbe, fiimu Lisabi, ati awon mii to bori nibi ami eye 2025 AMVCA","Femi Adebayo, Mercy Aigbe, fíimu Lisabi, ati àwọn míì tó borí nibi àmì èyẹ 2025 AMVCA","Femi Adebayo, Mercy Aigbe, fíìmu Lisabi, ati awọn miì tó borí níbi ami ẹyẹ 2025 AMVCA","Femi Adebayo, Mercy Aigbe, fiimu Lisabi, ati awọn mii tó bori nibi ami èye 2025 AMVCA","non-sarcastic","BBC News","original"
"200","Ilé-ẹjọ́ ju ọmọge tó pé 'Bàbá Aláàánú' rẹ̀ lẹ́jọ́ sẹ́wọ̀n","Ile-ejo ju omoge to pe 'Baba Alaaanu' re lejo sewon","Ilé-ẹjọ ju omoge to pé 'Baba Aláaanú' rẹ̀ lẹ́jó sẹ́wọ̀n","Ile-ejo ju omoge to pé 'Baba Alaàanú' re léjo sẹ́wọn","Ilé-ẹjo ju ọmoge tó pe 'Babá Aláaanú' re lẹjo sẹwon","non-sarcastic","BBC News","original"
"201","Zobo ni Man City fi gba aṣo lára ewúrẹ́ Liverpool, ayé polúkúmuṣu mọ́ Liverpool lówọ́ lónìí","Zobo ni Man City fi gba aso lara ewure Liverpool, aye polukumusu mo Liverpool lowo lonii","Zobo ni Man City fi gba aṣo lára ewúrẹ́ Liverpool, ayé polúkúmuṣu mọ́ Liverpool lówọ́ lónìi","Zobo ni Man City fi gba aso lara ewúrẹ Liverpool, ayé polúkúmuṣu mo Liverpool lówo lónii","Zobo ni Man City fi gba aṣo lara ewure Liverpool, ayé polukumusu mọ́ Liverpool lowọ lonií","sarcastic","BBC News","original"
"202","Lẹ́yìn iṣẹ́ abẹ kejì ní ikùn rẹ̀, Taiwo Awoniyi jí sáyé padà, ó kúrò ní ẹsẹ̀ kan ayé, ẹsẹ̀ kan ọ̀run","Leyin ise abe keji ni ikun re, Taiwo Awoniyi ji saye pada, o kuro ni ese kan aye, ese kan orun","Lẹ́yìn iṣé abe kejì ní ikun rè, Taiwo Awoniyi jí sáyé pada, ó kurò ní esè kan ayé, ẹsẹ̀ kan ọrun","Leyìn isẹ́ abe kejì ní ikùn re, Taiwo Awoniyi jí sáyé padà, o kuro ní ẹse kan ayé, esè kan orun","Léyin iṣé abẹ kejì ni ikun re, Taiwo Awoniyi ji sáyé pada, o kurò ni esẹ kan aye, esẹ kan òrun","non-sarcastic","BBC News","original"
