POLICY_NO,PRODUCT,BRANCH_NAME,REGION,ZONE_NAME,Plan,Sum_Assured,Premium,Sub_Plan,Vintage_Period
I-2007091551538,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,50000,680,Standard,13
I-2007091751808,TRAVEL,Kanpur,UP AND UTRANCHAL,North,Individual  Standa,116400,679,Standard,11
I-2007091751937,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,100000,733,Silver,21
I-2007091751950,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,50000,615,Standard,392
I-2007091751987,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,50000,733,Silver,27
I-2007091751999,TRAVEL,Pune,ROM and Goa,South,Individual  Gold P,250000,807,Gold,14
I-2007091752025,TRAVEL,Nariman Point,Mumbai I,South,Individual  Gold P,250000,1429,Gold,28
I-2007091752030,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,475,Standard,16
I-2007091752043,TRAVEL,Andheri,Mumbai II,South,Individual  Gold P,250000,916,Gold,18
I-2007091752052,TRAVEL,Lucknow,UP AND UTRANCHAL,North,Individual  Gold P,250000,101,Gold,91
I-2007091752136,TRAVEL,Bangalore I,Karnatka,South,Individual  Platin,50000,1346,Platinum,26
I-2007091752177,TRAVEL,Nehru Place,Delhi I,North,Individual  Silver,100000,733,Silver,16
I-2007091752191,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,50000,1034,Standard,42
I-2007091752351,TRAVEL,Kottayam,Kerala,South,Individual  Silver,175000,724.5,Silver,384
I-2007091752452,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Standa,500000,405,Standard,365
I-2007091752461,TRAVEL,Goa,ROM and Goa,South,Individual  Standa,50000,407,Standard,6
I-2007091752487,TRAVEL,Trivandrum,Kerala,South,Individual  Standa,50000,3561,Standard,180
I-2007091752508,TRAVEL,Pitampura,Delhi II,North,Individual  Gold P,250000,545,Gold,5
I-2007091752567,TRAVEL,Pune,ROM and Goa,South,Individual  Standa,50000,799,Standard,21
I-2007091752600,TRAVEL,Andheri,Mumbai II,South,Individual  Standa,50000,2001,Standard,91
I-2007091752636,TRAVEL,Baroda,Gujarat II,North,Individual  Platin,500000,4460,Platinum,90
I-2007091752666,TRAVEL,Bangalore I,Karnatka,South,Individual  Platin,500000,1597,Platinum,20
I-2007091752764,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,406,Standard,16
I-2007091752778,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,406,Standard,16
I-2007091752787,TRAVEL,Coimbatore,Tamilnadu,South,Individual  Standa,50000,877,Standard,35
I-2007091752788,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,406,Standard,16
I-2007091853071,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,50000,437,Silver,25
I-2007091853159,TRAVEL,Nagpur,ROM and Goa,South,Individual  Standa,50000,762,Standard,365
I-2007091853173,TRAVEL,Nagpur,ROM and Goa,South,Individual  Standa,50000,890,Standard,365
I-2007091853249,TRAVEL,Cochin,Kerala,South,Individual  Gold P,0,0,Gold,14
I-2007091853339,TRAVEL,Chennai II,Tamilnadu,South,Individual  Standa,2500000,406,Standard,6
I-2007091853430,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,50000,1218,Standard,25
I-2007091853442,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,406,Standard,15
I-2007091853682,TRAVEL,Connaught Place,Delhi II,North,Individual  Silver,175000,729.5,Silver,67
I-2007091853895,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,250000,716,Gold,14
I-2007091853905,TRAVEL,Panipat,Haryana And Himachal Pradesh,North,Individual  Standa,50000,815,Standard,10
I-2007091854134,TRAVEL,Calicut,Kerala,South,Individual  Platin,500000,1050,Platinum,15
I-2007091854212,TRAVEL,Visakapatnam,Andhra Pradesh II,South,Individual  Standa,50000,877,Standard,35
I-2007091954569,TRAVEL,Pitampura,Delhi II,North,Individual  Silver,100000,640,Silver,14
I-2007091954670,TRAVEL,Vijayawada,Andhra Pradesh II,South,Individual  Platin,500000,836,Platinum,14
I-2007091954737,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,250000,1198,Gold,18
I-2007091954785,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,50000,799,Standard,117
I-2007091954877,TRAVEL,Coimbatore,Tamilnadu,South,Individual  Standa,50000,549,Standard,11
I-2007091954967,TRAVEL,Hyderabad I,Andhra Pradesh I,South,Individual  Standa,50000,549,Standard,365
I-2007091955019,TRAVEL,Pune,ROM and Goa,South,Individual  Platin,500000,1050,Platinum,16
I-2007091955054,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,50000,3215,Standard,25
I-2007091955186,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Silver,100000,733,Silver,16
I-2007091955265,TRAVEL,Andheri,Mumbai II,South,Individual  Silver,100000,436,Silver,365
I-2007091955269,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Standa,50000,549,Standard,14
I-2007091955417,TRAVEL,Andheri,Mumbai II,South,Individual  Silver,100000,436,Silver,7
I-2007091955542,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,406,Standard,16
I-2007092055822,TRAVEL,Connaught Place,Delhi II,North,Individual  Gold P,11250000,545,Gold,7
I-2007092056160,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,100000,595,Silver,14
I-2007092056226,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Standa,50000,1398,Standard,60
I-2007092056230,TRAVEL,Bangalore I,Karnatka,South,Individual  Gold P,50000,537,Gold,26
I-2007092056250,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Standa,50000,1609,Standard,67
I-2007092056301,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Silver,100000,437,Silver,7
I-2007092056310,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,3214,Standard,92
I-2007092056352,TRAVEL,Amritsar,Punjab And Jammu  Kashmir,North,Individual  Silver,100000,998,Silver,31
I-2007092056518,TRAVEL,Pune,ROM and Goa,South,Individual  Standa,50000,549,Standard,8
I-2007092056554,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,5000000,733,Silver,21
I-2007092056632,TRAVEL,Andheri,Mumbai II,South,Individual  Standa,50000,1274,Standard,55
I-2007092056819,TRAVEL,Bangalore I,Karnatka,South,Individual  Platin,500000,14082,Platinum,24
I-2007092056906,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,406,Standard,16
I-2007092057006,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,406,Standard,16
I-2007092057007,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,406,Standard,16
I-2007092157286,TRAVEL,Connaught Place,Delhi II,North,Individual  Silver,100000,914,Silver,9
I-2007092157321,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,100000,595,Silver,13
I-2007092157327,TRAVEL,Bangalore I,Karnatka,South,Individual  Gold P,500000,545,Gold,26
I-2007092157363,TRAVEL,Cochin,Kerala,South,Individual  Standa,50000,764,Standard,25
I-2007092157373,TRAVEL,Kolkata I,West Bengal,East,Individual  Standa,2050000,549,Standard,12
I-2007092157422,TRAVEL,Amritsar,Punjab And Jammu  Kashmir,North,Individual  Standa,50000,549,Standard,10
I-2007092157444,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,406,Standard,14
I-2007092157487,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,406,Standard,16
I-2007092157492,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,405,Standard,77
I-2007092157503,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,405,Standard,77
I-2007092157544,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,100000,595,Silver,14
I-2007092157578,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,478,Standard,16
I-2007092157602,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,405,Standard,77
I-2007092157645,TRAVEL,Cochin,Kerala,South,Individual  Gold P,250000,916,Gold,21
I-2007092157665,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,406,Standard,16
I-2007092157687,TRAVEL,Baroda,Gujarat II,North,Individual  Standa,50000,2002,Standard,91
I-2007092157690,TRAVEL,Pune,ROM and Goa,South,Individual  Standa,50000,549,Standard,8
I-2007092157730,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,50000,2698,Standard,75
I-2007092157876,TRAVEL,Nariman Point,Mumbai I,South,Individual  Gold P,100000,545,Gold,16
I-2007092157877,TRAVEL,Pune,ROM and Goa,South,Individual  Gold P,250000,916,Gold,21
I-2007092157933,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Silver,100000,997,Silver,34
I-2007092258230,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,50000,2001,Standard,91
I-2007092258257,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,746,Standard,15
I-2007092258271,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,50000,549,Standard,14
I-2007092258364,TRAVEL,Connaught Place,Delhi II,North,Individual  Silver,100000,733,Silver,17
I-2007092258371,TRAVEL,Coimbatore,Tamilnadu,South,Individual  Silver,100000,998,Silver,35
I-2007092258478,TRAVEL,Gurgaon,Delhi I,North,Individual  Platin,500000,10218,Platinum,160
I-2007092258483,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,250000,1198,Gold,15
I-2007092258491,TRAVEL,Andheri,Mumbai II,South,Individual  Standa,250000,876,Standard,31
I-2007092258655,TRAVEL,Trichy,Tamilnadu,South,Individual  Standa,50000,2002,Standard,91
I-2007092258853,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,406,Standard,16
I-2007092258860,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,200000,406,Standard,16
I-2007092258945,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Gold P,250000,2029,Gold,35
I-2007092259010,TRAVEL,Bangalore I,Karnatka,South,Individual  Platin,500000,836,Platinum,24
I-2007092459677,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Platin,500000,1342,Platinum,14
I-2007092459809,TRAVEL,Bangalore I,Karnatka,South,Individual  Gold P,500000,1776,Gold,26
I-2007092459835,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,1000000,2899,Silver,70
I-2007092459854,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,100000,867,Silver,27
I-2007092459880,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,250000,2709,Gold,98
I-2007092459895,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,732,Silver,23
I-2007092460090,TRAVEL,Connaught Place,Delhi II,North,Individual  Silver,100000,595,Silver,14
I-2007092460166,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,405,Standard,8
I-2007092460193,TRAVEL,Andheri,Mumbai II,South,Individual  Standa,50000,406,Standard,8
I-2007092460319,TRAVEL,Connaught Place,Delhi II,North,Individual  Silver,100000,595,Silver,9
I-2007092560881,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,2208,Silver,103
I-2007092561113,TRAVEL,Pitampura,Delhi II,North,Individual  Standa,50000,406,Standard,7
I-2007092561178,TRAVEL,Ludhiana,Punjab And Jammu  Kashmir,North,Individual  Silver,100000,867,Silver,28
I-2007092561195,TRAVEL,Ludhiana,Punjab And Jammu  Kashmir,North,Individual  Standa,50000,680,Standard,14
I-2007092561315,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,50000,733,Silver,25
I-2007092561367,TRAVEL,Connaught Place,Delhi II,North,Individual  Silver,100000,595,Silver,14
I-2007092561486,TRAVEL,Andheri,Mumbai II,South,Individual  Standa,50000,1275.5,Standard,397
I-2007092661792,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,5000000,867,Silver,28
I-2007092662207,TRAVEL,Chennai II,Tamilnadu,South,Individual  Standa,2500000,1001,Standard,31
I-2007092662260,TRAVEL,Cochin,Kerala,South,Individual  Standa,50000,681,Standard,18
I-2007092662296,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,250000,916,Gold,21
I-2007092662330,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,5000000,595,Silver,14
I-2007092662368,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,641,Silver,14
I-2007092662578,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Standa,50000,478,Standard,7
I-2007092662681,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,548,Standard,29
I-2007092662766,TRAVEL,Andheri,Mumbai II,South,Individual  Silver,100000,998,Silver,32
I-2007092662778,TRAVEL,Andheri,Mumbai II,South,Individual  Silver,100000,998,Silver,35
I-2007092662784,TRAVEL,Andheri,Mumbai II,South,Individual  Silver,100000,998,Silver,32
I-2007092662790,TRAVEL,Andheri,Mumbai II,South,Individual  Silver,100000,998,Silver,35
I-2007092662804,TRAVEL,Chennai II,Tamilnadu,South,Individual  Gold P,12500000,716,Gold,12
I-2007092662823,TRAVEL,Andheri,Mumbai II,South,Individual  Silver,100000,998,Silver,32
I-2007092763136,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Standa,50000,3215,Standard,91
I-2007092763252,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,100000,595,Silver,14
I-2007092763272,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,50000,2002,Standard,365
I-2007092763321,TRAVEL,Pune,ROM and Goa,South,Individual  Standa,50000,549,Standard,14
I-2007092763368,TRAVEL,Andheri,Mumbai II,South,Individual  Standa,50000,584,Standard,7
I-2007092763408,TRAVEL,Madurai,Tamilnadu,South,Individual  Standa,50000,407,Standard,365
I-2007092763417,TRAVEL,Nariman Point,Mumbai I,South,Individual  Platin,500000,1050,Platinum,365
I-2007092763565,TRAVEL,Kolkata I,West Bengal,East,Individual  Standa,2050000,406,Standard,6
I-2007092763803,TRAVEL,Vijayawada,Andhra Pradesh II,South,Individual  Platin,500000,835,Platinum,14
I-2007092763920,TRAVEL,Bangalore II,Karnatka,South,Individual  Silver,150000,595,Silver,10
I-2007092864109,TRAVEL,Pune,ROM and Goa,South,Individual  Standa,50000,549,Standard,8
I-2007092864296,TRAVEL,Chennai II,Tamilnadu,South,Individual  Standa,2500000,877,Standard,35
I-2007092864342,TRAVEL,Pune,ROM and Goa,South,Individual  Gold P,250000,807,Gold,14
I-2007092864447,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,50000,549,Standard,8
I-2007092864507,TRAVEL,Connaught Place,Delhi II,North,Individual  Platin,500000,625,Platinum,7
I-2007092864532,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,5000000,437,Silver,7
I-2007092864567,TRAVEL,Connaught Place,Delhi II,North,Individual  Gold P,250000,545,Gold,11
I-2007092864620,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Standa,50000,1033,Standard,40
I-2007092864693,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Standa,50000,1033,Standard,40
I-2007092864700,TRAVEL,Bangalore II,Karnatka,South,Individual  Standa,50000,3561,Standard,182
I-2007092864701,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Standa,50000,1033,Standard,40
I-2007092864716,TRAVEL,Ludhiana,Punjab And Jammu  Kashmir,North,Individual  Gold P,250000,916,Gold,15
I-2007092864760,TRAVEL,Mahim,Mumbai I,South,Individual  Gold P,282100,716,Gold,365
I-2007092864803,TRAVEL,Connaught Place,Delhi II,North,Individual  Standa,50000,549,Standard,10
I-2007092864812,TRAVEL,Connaught Place,Delhi II,North,Individual  Standa,50000,549,Standard,10
I-2007092864826,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Gold P,250000,9143,Gold,180
I-2007092864968,TRAVEL,Noida,Delhi II,North,Individual  Platin,500000,835,Platinum,14
I-2007092864969,TRAVEL,Connaught Place,Delhi II,North,Individual  Silver,100000,595,Silver,8
I-2007092965280,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,5000000,595,Silver,13
I-2007092965316,TRAVEL,Solapur,ROM and Goa,South,Individual  Gold P,250000,916,Gold,22
I-2007092965351,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,548,Standard,14
I-2007092965378,TRAVEL,Nehru Place,Delhi I,North,Individual  Platin,500000,835,Platinum,6
I-2007092965382,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,100000,595,Silver,9
I-2007092965520,TRAVEL,Borivali,Mumbai II,South,Individual  Gold P,250000,545,Gold,7
I-2007092965700,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Standa,50000,681,Standard,17
I-2007092965873,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,405,Standard,365
I-2007092965909,TRAVEL,Andheri,Mumbai II,South,Individual  Standa,50000,681,Standard,11
I-2007092965968,TRAVEL,Connaught Place,Delhi II,North,Individual  Platin,500000,1950,Platinum,30
I-2007093066025,TRAVEL,Nehru Place,Delhi I,North,Individual  Silver,62500,407.5,Standard,337
I-2007100166168,TRAVEL,Pune,ROM and Goa,South,Individual  Gold P,250000,1066,Gold,14
I-2007100166263,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Silver,100000,4996,Silver,180
I-2007100166403,TRAVEL,Cochin,Kerala,South,Individual  Standa,2000000,549,Standard,14
I-2007100166464,TRAVEL,Goa,ROM and Goa,South,Individual  Gold P,250000,716,Gold,365
I-2007100166575,TRAVEL,Surat,Gujarat II,North,Individual  Standa,50000,764,Standard,26
I-2007100166589,TRAVEL,Bangalore I,Karnatka,South,Individual  Gold P,50000,546,Gold,25
I-2007100166734,TRAVEL,Bangalore I,Karnatka,South,Individual  Gold P,50000,922,Gold,25
I-2007100166760,TRAVEL,Andheri,Mumbai II,South,Individual  Silver,50000,1030,Silver,11
I-2007100166772,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,548,Standard,14
I-2007100166901,TRAVEL,Pune,ROM and Goa,South,Individual  Standa,50000,406,Standard,7
I-2007100267207,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Standa,50000,549,Standard,9
I-2007100267356,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,407,Standard,365
I-2007100367933,TRAVEL,Borivali,Mumbai II,South,Individual  Silver,100000,1615,Silver,42
I-2007100367971,TRAVEL,Andheri,Mumbai II,South,Individual  Standa,50000,549,Standard,13
I-2007100368013,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,500000,545,Standard,26
I-2007100368051,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Gold P,250000,716,Gold,10
I-2007100368060,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,500000,549,Standard,26
I-2007100368068,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,548,Standard,14
I-2007100368110,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,500000,549,Standard,26
I-2007100368120,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,500000,549,Standard,26
I-2007100368172,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,500000,549,Standard,26
I-2007100368241,TRAVEL,Bangalore I,Karnatka,South,Individual  Platin,50000,1050,Platinum,26
I-2007100368335,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,50000,680,Standard,21
I-2007100368420,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,250000,1667,Gold,63
I-2007100368434,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,100000,733,Silver,15
I-2007100368636,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,50000,877,Standard,25
I-2007100368672,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,594,Silver,14
I-2007100368851,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,436,Silver,7
I-2007100469080,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,50000,3507,Standard,529
I-2007100469390,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,500000,406,Standard,16
I-2007100469416,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Standa,50000,584,Standard,14
I-2007100469598,TRAVEL,Connaught Place,Delhi II,North,Individual  Silver,100000,733,Silver,18
I-2007100469767,TRAVEL,Nehru Place,Delhi I,North,Individual  Silver,100000,715,Silver,6
I-2007100469804,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,100000,437,Silver,26
I-2007100470134,TRAVEL,Kolkata I,West Bengal,East,Individual  Platin,20000000,1598,Platinum,16
I-2007100570303,TRAVEL,Chennai II,Tamilnadu,South,Individual  Gold P,12500000,716,Gold,14
I-2007100570332,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,5000000,2208,Silver,90
I-2007100570354,TRAVEL,Andheri,Mumbai II,South,Individual  Platin,500000,1049,Platinum,16
I-2007100570484,TRAVEL,Bangalore I,Karnatka,South,Individual  Gold P,25000,1199,Gold,25
I-2007100570507,TRAVEL,Cochin,Kerala,South,Individual  Standa,50000,406,Standard,7
I-2007100570590,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Standa,50000,680,Standard,10
I-2007100570604,TRAVEL,Nehru Place,Delhi I,North,Individual  Platin,500000,1336,Platinum,35
I-2007100570605,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,50000,3452,Standard,25
