POLICY_NO,PRODUCT,Claim_Status
I-2008070977161,TRAVEL,No
I-2008070977166,TRAVEL,No
I-2008070977190,TRAVEL,No
I-2008070977198,TRAVEL,No
I-2008070977287,TRAVEL,No
I-2008071077345,TRAVEL,No
I-2008071077483,TRAVEL,No
I-2008071077639,TRAVEL,No
I-2008071077693,TRAVEL,No
I-2008071077766,TRAVEL,No
I-2008071077941,TRAVEL,No
I-2008071077951,TRAVEL,No
I-2008071078013,TRAVEL,No
I-2008071078014,TRAVEL,No
I-2008071078049,TRAVEL,No
I-2008071078061,TRAVEL,No
I-2008071178191,TRAVEL,No
I-2008071178196,TRAVEL,No
I-2008071178275,TRAVEL,No
I-2008071178286,TRAVEL,No
I-2008071178310,TRAVEL,No
I-2008071178325,TRAVEL,No
I-2008071178334,TRAVEL,No
I-2008071178351,TRAVEL,No
I-2008071178371,TRAVEL,No
I-2008071178416,TRAVEL,No
I-2008071178443,TRAVEL,No
I-2008071178451,TRAVEL,No
I-2008071278761,TRAVEL,No
I-2008071279084,TRAVEL,No
I-2008071279172,TRAVEL,No
I-2008071279185,TRAVEL,No
I-2008071279244,TRAVEL,No
I-2008071279268,TRAVEL,No
I-2008071479401,TRAVEL,No
I-2008071479405,TRAVEL,No
I-2008071479624,TRAVEL,No
I-2008071479646,TRAVEL,No
I-2008071479927,TRAVEL,No
I-2008071480024,TRAVEL,No
I-2008071480040,TRAVEL,No
I-2008071480069,TRAVEL,No
I-2008071580160,TRAVEL,No
I-2008071580285,TRAVEL,No
I-2008071580331,TRAVEL,No
I-2008071580602,TRAVEL,No
I-2008071580605,TRAVEL,No
I-2008071580613,TRAVEL,No
I-2008071580649,TRAVEL,No
I-2008071580753,TRAVEL,No
I-2008071580760,TRAVEL,No
I-2008071580787,TRAVEL,No
I-2008071580801,TRAVEL,No
I-2008071580814,TRAVEL,No
I-2008071580820,TRAVEL,No
I-2008071580846,TRAVEL,No
I-2008071681136,TRAVEL,No
I-2008071681264,TRAVEL,No
I-2008071681322,TRAVEL,No
I-2008071681330,TRAVEL,No
I-2008071681387,TRAVEL,No
I-2008071681450,TRAVEL,No
I-2008071681463,TRAVEL,No
I-2008071681551,TRAVEL,No
I-2008071681614,TRAVEL,No
I-2008071681649,TRAVEL,No
I-2008071681674,TRAVEL,No
I-2008071681677,TRAVEL,No
I-2008071681678,TRAVEL,No
I-2008071681734,TRAVEL,No
I-2008071681755,TRAVEL,No
I-2008071681778,TRAVEL,No
I-2008071681783,TRAVEL,No
I-2008071681790,TRAVEL,No
I-2008071681811,TRAVEL,No
I-2008071782178,TRAVEL,No
I-2008071782302,TRAVEL,No
I-2008071782331,TRAVEL,No
I-2008071782384,TRAVEL,No
I-2008071782399,TRAVEL,No
I-2008071782458,TRAVEL,No
I-2008071782493,TRAVEL,No
I-2008071782557,TRAVEL,No
I-2008071882604,TRAVEL,No
I-2008071882658,TRAVEL,No
I-2008071882679,TRAVEL,No
I-2008071882691,TRAVEL,No
I-2008071882698,TRAVEL,No
I-2008071882830,TRAVEL,No
I-2008071882894,TRAVEL,No
I-2008071882918,TRAVEL,No
I-2008071883044,TRAVEL,No
I-2008071883132,TRAVEL,No
I-2008071883221,TRAVEL,No
I-2008071883289,TRAVEL,No
I-2008071883327,TRAVEL,No
I-2008071983651,TRAVEL,No
I-2008071983660,TRAVEL,No
I-2008071983733,TRAVEL,No
I-2008071983744,TRAVEL,No
I-2008071983799,TRAVEL,No
I-2008071983804,TRAVEL,No
I-2008071983948,TRAVEL,No
I-2008071984038,TRAVEL,No
I-2008071984131,TRAVEL,No
I-2008071984171,TRAVEL,No
I-2008072184337,TRAVEL,No
I-2008072184427,TRAVEL,No
I-2008072184489,TRAVEL,No
I-2008072184615,TRAVEL,No
I-2008072184692,TRAVEL,No
I-2008072184761,TRAVEL,No
I-2008072184868,TRAVEL,No
I-2008072184897,TRAVEL,No
I-2008072184922,TRAVEL,No
I-2008072184964,TRAVEL,No
I-2008072285033,TRAVEL,No
I-2008072285049,TRAVEL,No
I-2008072285088,TRAVEL,No
I-2008072285249,TRAVEL,No
I-2008072285272,TRAVEL,No
I-2008072285355,TRAVEL,No
I-2008072285495,TRAVEL,No
I-2008072285631,TRAVEL,No
I-2008072285714,TRAVEL,No
I-2008072285830,TRAVEL,No
I-2008072285836,TRAVEL,No
I-2008072386066,TRAVEL,No
I-2008072386166,TRAVEL,No
I-2008072386474,TRAVEL,No
I-2008072386476,TRAVEL,No
I-2008072386513,TRAVEL,No
I-2008072386646,TRAVEL,No
I-2008072386704,TRAVEL,No
I-2008072486841,TRAVEL,No
I-2008072486942,TRAVEL,No
I-2008072487095,TRAVEL,No
I-2008072487146,TRAVEL,No
I-2008072487210,TRAVEL,No
I-2008072487383,TRAVEL,No
I-2008072587684,TRAVEL,No
I-2008072587832,TRAVEL,No
I-2008072587925,TRAVEL,No
I-2008072587928,TRAVEL,No
I-2008072588094,TRAVEL,Yes
I-2008072588105,TRAVEL,No
I-2008072588126,TRAVEL,No
I-2008072588133,TRAVEL,No
I-2008072588259,TRAVEL,No
I-2008072588271,TRAVEL,No
I-2008072588294,TRAVEL,No
I-2008072688324,TRAVEL,No
I-2008072688355,TRAVEL,No
I-2008072688362,TRAVEL,No
I-2008072688369,TRAVEL,No
I-2008072688416,TRAVEL,No
I-2008072688512,TRAVEL,No
I-2008072688577,TRAVEL,No
I-2008072688596,TRAVEL,No
I-2008072688635,TRAVEL,No
I-2008072688785,TRAVEL,No
I-2008072788933,TRAVEL,No
I-2008072889151,TRAVEL,No
I-2008072889382,TRAVEL,No
I-2008072889437,TRAVEL,No
I-2008072889477,TRAVEL,No
I-2008072889482,TRAVEL,No
I-2008072989779,TRAVEL,No
I-2008072989997,TRAVEL,No
I-2008072990125,TRAVEL,No
I-2008072990166,TRAVEL,No
I-2008072990185,TRAVEL,No
I-2008072990234,TRAVEL,No
I-2008072990353,TRAVEL,No
I-2008072990359,TRAVEL,No
I-2008072990367,TRAVEL,No
I-2008073090451,TRAVEL,No
I-2008073090614,TRAVEL,No
I-2008073090756,TRAVEL,No
I-2008073090762,TRAVEL,No
I-2008073091132,TRAVEL,No
I-2008073091226,TRAVEL,No
I-2008073091235,TRAVEL,No
I-2008073091275,TRAVEL,No
I-2008073191348,TRAVEL,No
I-2008073191480,TRAVEL,No
I-2008073191500,TRAVEL,No
I-2008073191635,TRAVEL,No
I-2008073191665,TRAVEL,No
I-2008073191814,TRAVEL,No
I-2008073191822,TRAVEL,No
I-2008073191827,TRAVEL,No
I-2008073191858,TRAVEL,No
I-2008073191918,TRAVEL,No
I-2008073191919,TRAVEL,No
I-2008080192039,TRAVEL,No
I-2008080192100,TRAVEL,No
I-2008080192213,TRAVEL,No
I-2008080192338,TRAVEL,No
I-2008080192380,TRAVEL,No
I-2008080192469,TRAVEL,No
I-2008080192484,TRAVEL,No
I-2008080192494,TRAVEL,No
I-2008080292610,TRAVEL,No
I-2008080292621,TRAVEL,No
I-2008080292636,TRAVEL,No
I-2008080292675,TRAVEL,No
I-2008080292824,TRAVEL,No
I-2008080292883,TRAVEL,No
I-2008080292948,TRAVEL,No
I-2008080293013,TRAVEL,No
I-2008080293025,TRAVEL,No
I-2008080293098,TRAVEL,No
I-2008080293129,TRAVEL,No
I-2008080293215,TRAVEL,No
I-2008080293217,TRAVEL,No
I-2008080493309,TRAVEL,No
I-2008080493324,TRAVEL,No
I-2008080493400,TRAVEL,No
I-2008080493427,TRAVEL,No
I-2008080493487,TRAVEL,No
I-2008080493664,TRAVEL,No
I-2008080493696,TRAVEL,No
I-2008080493710,TRAVEL,No
I-2008080493717,TRAVEL,No
I-2008080493783,TRAVEL,No
I-2008080593879,TRAVEL,No
I-2008080593970,TRAVEL,No
I-2008080594151,TRAVEL,No
I-2008080594347,TRAVEL,No
I-2008080594375,TRAVEL,No
I-2008080594432,TRAVEL,No
I-2008080594451,TRAVEL,No
I-2008080594470,TRAVEL,No
I-2008080594473,TRAVEL,No
I-2008080594500,TRAVEL,No
I-2008080594539,TRAVEL,No
I-2008080594562,TRAVEL,No
I-2008080594568,TRAVEL,No
I-2008080594590,TRAVEL,No
I-2008080594616,TRAVEL,No
I-2008080694646,TRAVEL,No
I-2008080694664,TRAVEL,No
I-2008080694681,TRAVEL,No
I-2008080694708,TRAVEL,No
I-2008080694761,TRAVEL,No
I-2008080694765,TRAVEL,No
I-2008080694782,TRAVEL,No
I-2008080694805,TRAVEL,No
I-2008080694940,TRAVEL,No
I-2008080694986,TRAVEL,No
I-2008080695121,TRAVEL,No
I-2008080695149,TRAVEL,No
I-2008080695160,TRAVEL,No
I-2008080695201,TRAVEL,No
I-2008080695215,TRAVEL,No
I-2008080695216,TRAVEL,No
I-2008080695288,TRAVEL,No
I-2008080695306,TRAVEL,No
I-2008080695322,TRAVEL,No
I-2008080795457,TRAVEL,No
I-2008080795466,TRAVEL,No
I-2008080795511,TRAVEL,No
I-2008080795619,TRAVEL,No
I-2008080795629,TRAVEL,No
I-2008080795665,TRAVEL,No
I-2008080795689,TRAVEL,No
I-2008080795730,TRAVEL,No
I-2008080795744,TRAVEL,No
I-2008080795753,TRAVEL,No
I-2008080795765,TRAVEL,No
I-2008080795788,TRAVEL,No
I-2008080795815,TRAVEL,No
I-2008080795823,TRAVEL,No
I-2008080796042,TRAVEL,No
I-2008080796076,TRAVEL,No
I-2008080796087,TRAVEL,No
I-2008080796166,TRAVEL,No
I-2008080796226,TRAVEL,No
I-2008080796238,TRAVEL,No
I-2008080796246,TRAVEL,No
I-2008080796288,TRAVEL,No
I-2008080796303,TRAVEL,No
I-2008080796311,TRAVEL,No
I-2008080896387,TRAVEL,No
I-2008080896432,TRAVEL,No
I-2008080896482,TRAVEL,No
I-2008080896533,TRAVEL,No
I-2008080896570,TRAVEL,No
I-2008080896577,TRAVEL,No
I-2008080896604,TRAVEL,No
I-2008080896615,TRAVEL,No
I-2008080896637,TRAVEL,No
I-2008080896650,TRAVEL,No
I-2008080896654,TRAVEL,No
I-2008080896661,TRAVEL,No
I-2008080896665,TRAVEL,No
I-2008080896721,TRAVEL,No
I-2008080896808,TRAVEL,No
I-2008080896884,TRAVEL,No
I-2008080896903,TRAVEL,No
I-2008080896909,TRAVEL,No
I-2008080896982,TRAVEL,No
I-2008080896989,TRAVEL,No
I-2008080997052,TRAVEL,No
I-2008080997074,TRAVEL,No
I-2008080997128,TRAVEL,No
I-2008080997155,TRAVEL,No
I-2008080997168,TRAVEL,No
I-2008080997236,TRAVEL,No
I-2008080997300,TRAVEL,No
I-2008080997330,TRAVEL,No
I-2008080997337,TRAVEL,No
I-2008080997409,TRAVEL,No
I-2008080997530,TRAVEL,No
I-2008080997542,TRAVEL,No
I-2008080997574,TRAVEL,No
I-2008080997608,TRAVEL,No
I-2008080997740,TRAVEL,No
I-2008080997745,TRAVEL,No
I-2008080997748,TRAVEL,No
I-2008081197891,TRAVEL,No
I-2008081197929,TRAVEL,No
I-2008081197945,TRAVEL,No
I-2008081197998,TRAVEL,No
I-2008081198020,TRAVEL,No
I-2008081198038,TRAVEL,No
I-2008081198044,TRAVEL,No
I-2008081198045,TRAVEL,No
I-2008081198061,TRAVEL,No
I-2008081198111,TRAVEL,No
I-2008081198174,TRAVEL,No
I-2008081198192,TRAVEL,No
I-2008081198209,TRAVEL,No
I-2008081198238,TRAVEL,No
I-2008081198248,TRAVEL,No
I-2008081198267,TRAVEL,No
I-2008081198276,TRAVEL,No
I-2008081198303,TRAVEL,No
I-2008081198317,TRAVEL,No
I-2008081198323,TRAVEL,No
I-2008081198329,TRAVEL,No
I-2008081198331,TRAVEL,No
I-2008081198419,TRAVEL,No
I-2008081198434,TRAVEL,No
I-2008081198436,TRAVEL,No
I-2008081198445,TRAVEL,No
I-2008081198496,TRAVEL,No
I-2008081298504,TRAVEL,No
I-2008081298519,TRAVEL,No
I-2008081298637,TRAVEL,No
I-2008081298644,TRAVEL,No
I-2008081298696,TRAVEL,No
I-2008081298776,TRAVEL,No
I-2008081298777,TRAVEL,No
I-2008081298789,TRAVEL,No
I-2008081298815,TRAVEL,No
I-2008081298956,TRAVEL,No
I-2008081299039,TRAVEL,No
I-2008081299080,TRAVEL,No
I-2008081299112,TRAVEL,No
I-2008081299183,TRAVEL,No
I-2008081299206,TRAVEL,No
I-2008081299214,TRAVEL,No
I-2008081299239,TRAVEL,No
I-2008081299256,TRAVEL,No
I-2008081299269,TRAVEL,No
I-2008081299280,TRAVEL,No
I-2008081299290,TRAVEL,No
I-2008081299324,TRAVEL,No
I-2008081300068,TRAVEL,No
I-2008081300089,TRAVEL,No
I-2008081300094,TRAVEL,No
I-2008081300118,TRAVEL,No
I-2008081300126,TRAVEL,No
I-2008081300135,TRAVEL,No
I-2008081399383,TRAVEL,No
I-2008081399424,TRAVEL,No
I-2008081399556,TRAVEL,No
I-2008081399566,TRAVEL,No
I-2008081399606,TRAVEL,No
I-2008081399729,TRAVEL,No
I-2008081399824,TRAVEL,No
I-2008081399835,TRAVEL,No
I-2008081399962,TRAVEL,No
I-2008081399995,TRAVEL,No
I-2008081400307,TRAVEL,No
I-2008081400353,TRAVEL,No
I-2008081400373,TRAVEL,No
I-2008081400426,TRAVEL,No
I-2008081400565,TRAVEL,No
I-2008081400580,TRAVEL,No
I-2008081400723,TRAVEL,No
I-2008081400735,TRAVEL,No
I-2008081400746,TRAVEL,No
I-2008081400772,TRAVEL,No
I-2008081400776,TRAVEL,No
I-2008081400779,TRAVEL,No
I-2008081600862,TRAVEL,No
I-2008081600924,TRAVEL,No
I-2008081600948,TRAVEL,No
I-2008081600975,TRAVEL,No
I-2008081600998,TRAVEL,No
I-2008081601007,TRAVEL,No
I-2008081601070,TRAVEL,No
I-2008081601071,TRAVEL,No
I-2008081601127,TRAVEL,No
I-2008081601220,TRAVEL,No
I-2008081601286,TRAVEL,No
I-2008081801478,TRAVEL,No
I-2008081801492,TRAVEL,No
I-2008081801565,TRAVEL,No
I-2008081801631,TRAVEL,No
I-2008081801654,TRAVEL,No
I-2008081801680,TRAVEL,No
I-2008081801807,TRAVEL,No
I-2008081801914,TRAVEL,No
I-2008081801952,TRAVEL,No
I-2008081801965,TRAVEL,No
I-2008081801975,TRAVEL,No
I-2008081802041,TRAVEL,No
I-2008081802059,TRAVEL,No
I-2008081802071,TRAVEL,No
I-2008081802144,TRAVEL,No
I-2008081802170,TRAVEL,No
I-2008081802225,TRAVEL,No
I-2008081802231,TRAVEL,No
I-2008081802301,TRAVEL,No
I-2008081802305,TRAVEL,No
I-2008081902317,TRAVEL,No
I-2008081902333,TRAVEL,No
I-2008081902383,TRAVEL,No
I-2008081902402,TRAVEL,No
I-2008081902429,TRAVEL,No
I-2008081902514,TRAVEL,No
I-2008081902528,TRAVEL,No
I-2008081902557,TRAVEL,No
I-2008081902725,TRAVEL,No
I-2008081902729,TRAVEL,No
I-2008081902787,TRAVEL,No
I-2008081902817,TRAVEL,No
I-2008081903039,TRAVEL,No
I-2008081903215,TRAVEL,No
I-2008081903308,TRAVEL,No
I-2008081903310,TRAVEL,No
I-2008081903346,TRAVEL,No
I-2008081903356,TRAVEL,No
I-2008082003406,TRAVEL,No
I-2008082003712,TRAVEL,No
I-2008082003720,TRAVEL,No
I-2008082003746,TRAVEL,No
I-2008082003748,TRAVEL,No
I-2008082003751,TRAVEL,No
I-2008082003754,TRAVEL,No
I-2008082003803,TRAVEL,No
I-2008082003804,TRAVEL,No
I-2008082003830,TRAVEL,No
I-2008082003871,TRAVEL,No
I-2008082003874,TRAVEL,No
I-2008082003876,TRAVEL,No
I-2008082003889,TRAVEL,No
I-2008082003897,TRAVEL,No
I-2008082003964,TRAVEL,No
I-2008082104081,TRAVEL,No
I-2008082104084,TRAVEL,No
I-2008082104089,TRAVEL,No
I-2008082104152,TRAVEL,No
I-2008082104243,TRAVEL,No
I-2008082104251,TRAVEL,No
I-2008082104270,TRAVEL,No
I-2008082104337,TRAVEL,No
I-2008082104429,TRAVEL,No
I-2008082104510,TRAVEL,No
I-2008082104518,TRAVEL,No
I-2008082104572,TRAVEL,No
I-2008082104627,TRAVEL,No
I-2008082104841,TRAVEL,No
I-2008082104887,TRAVEL,No
I-2008082104888,TRAVEL,No
I-2008082104952,TRAVEL,No
I-2008082205091,TRAVEL,No
I-2008082205473,TRAVEL,No
I-2008082205566,TRAVEL,No
I-2008082205679,TRAVEL,No
I-2008082205704,TRAVEL,No
I-2008082205715,TRAVEL,No
I-2008082205717,TRAVEL,No
I-2008082205721,TRAVEL,No
I-2008082305752,TRAVEL,No
I-2008082305894,TRAVEL,No
I-2008082306112,TRAVEL,No
I-2008082306117,TRAVEL,No
I-2008082306119,TRAVEL,No
I-2008082306129,TRAVEL,No
I-2008082306171,TRAVEL,No
I-2008082306250,TRAVEL,No
I-2008082306591,TRAVEL,No
I-2008082306630,TRAVEL,No
I-2008082306690,TRAVEL,No
I-2008082306729,TRAVEL,No
I-2008082306736,TRAVEL,No
I-2008082306751,TRAVEL,No
I-2008082406780,TRAVEL,No
I-2008082506871,TRAVEL,No
I-2008082506891,TRAVEL,No
I-2008082506901,TRAVEL,No
I-2008082506913,TRAVEL,No
I-2008082506980,TRAVEL,No
I-2008082507125,TRAVEL,No
I-2008082507159,TRAVEL,No
I-2008082507255,TRAVEL,No
I-2008082507374,TRAVEL,No
I-2008082507416,TRAVEL,No
I-2008082507425,TRAVEL,No
I-2008082507452,TRAVEL,No
I-2008082507535,TRAVEL,No
I-2008082507576,TRAVEL,No
I-2008082507747,TRAVEL,No
I-2008082608381,TRAVEL,No
I-2008082608440,TRAVEL,No
I-2008082608449,TRAVEL,No
I-2008082608473,TRAVEL,No
I-2008082608474,TRAVEL,No
I-2008082608692,TRAVEL,No
I-2008082709155,TRAVEL,No
I-2008082709163,TRAVEL,No
I-2008082709183,TRAVEL,No
I-2008082709208,TRAVEL,No
I-2008082709274,TRAVEL,No
I-2008082709488,TRAVEL,No
I-2008082709809,TRAVEL,No
I-2008082709810,TRAVEL,No
I-2008082709853,TRAVEL,No
I-2008082709908,TRAVEL,No
I-2008082810103,TRAVEL,No
I-2008082810141,TRAVEL,No
I-2008082810214,TRAVEL,No
I-2008082810229,TRAVEL,No
I-2008082810240,TRAVEL,No
I-2008082810401,TRAVEL,No
I-2008082810425,TRAVEL,No
I-2008082810434,TRAVEL,No
I-2008082810444,TRAVEL,No
I-2008082810504,TRAVEL,No
I-2008082810687,TRAVEL,No
I-2008082810689,TRAVEL,No
I-2008082810700,TRAVEL,No
I-2008082810712,TRAVEL,No
I-2008082810782,TRAVEL,No
I-2008082810787,TRAVEL,No
I-2008082810794,TRAVEL,No
I-2008082810841,TRAVEL,No
I-2008082911088,TRAVEL,No
I-2008082911128,TRAVEL,No
I-2008082911152,TRAVEL,No
I-2008082911155,TRAVEL,No
I-2008082911179,TRAVEL,No
I-2008082911212,TRAVEL,No
I-2008082911242,TRAVEL,No
I-2008082911311,TRAVEL,No
I-2008082911321,TRAVEL,No
I-2008082911352,TRAVEL,No
I-2008082911364,TRAVEL,No
I-2008082911367,TRAVEL,No
I-2008082911525,TRAVEL,No
I-2008083011739,TRAVEL,No
I-2008083011764,TRAVEL,No
I-2008083011897,TRAVEL,No
I-2008083011981,TRAVEL,No
I-2008083011983,TRAVEL,No
I-2008083012041,TRAVEL,No
I-2008083012052,TRAVEL,No
I-2008083012223,TRAVEL,No
I-2008083012276,TRAVEL,No
I-2008083012281,TRAVEL,No
I-2008083012287,TRAVEL,No
I-2008083012339,TRAVEL,No
I-2008090112417,TRAVEL,No
I-2008090112511,TRAVEL,No
I-2008090112650,TRAVEL,No
I-2008090112909,TRAVEL,No
I-2008090113228,TRAVEL,No
I-2008090213762,TRAVEL,No
I-2008090213937,TRAVEL,No
I-2008090213993,TRAVEL,No
I-2008090214187,TRAVEL,No
I-2008090214198,TRAVEL,No
I-2008090214334,TRAVEL,No
I-2008090214573,TRAVEL,No
I-2008090214695,TRAVEL,No
I-2008090214701,TRAVEL,No
I-2008090214735,TRAVEL,No
I-2008090214801,TRAVEL,No
I-2008090315037,TRAVEL,No
I-2008090315792,TRAVEL,No
I-2008090415920,TRAVEL,No
I-2008090415930,TRAVEL,No
I-2008090415948,TRAVEL,No
I-2008090416092,TRAVEL,No
I-2008090416093,TRAVEL,No
I-2008090416151,TRAVEL,No
I-2008090416285,TRAVEL,No
I-2008090416443,TRAVEL,No
I-2008090416461,TRAVEL,No
I-2008090416562,TRAVEL,No
I-2008090416609,TRAVEL,No
I-2008090416616,TRAVEL,No
I-2008090416672,TRAVEL,No
I-2008090416695,TRAVEL,No
I-2008090416711,TRAVEL,No
I-2008090516847,TRAVEL,No
I-2008090516853,TRAVEL,No
I-2008090516905,TRAVEL,No
I-2008090516919,TRAVEL,No
I-2008090516933,TRAVEL,No
I-2008090516934,TRAVEL,No
I-2008090516948,TRAVEL,No
I-2008090517010,TRAVEL,No
I-2008090517018,TRAVEL,No
I-2008090517028,TRAVEL,No
I-2008090517037,TRAVEL,No
I-2008090517044,TRAVEL,No
I-2008090517114,TRAVEL,No
I-2008090517130,TRAVEL,No
I-2008090517140,TRAVEL,No
I-2008090517161,TRAVEL,No
I-2008090517190,TRAVEL,No
I-2008090517333,TRAVEL,No
I-2008090517364,TRAVEL,No
I-2008090517398,TRAVEL,No
I-2008090517403,TRAVEL,No
I-2008090517417,TRAVEL,No
I-2008090517429,TRAVEL,No
I-2008090617490,TRAVEL,No
I-2008090617503,TRAVEL,No
I-2008091917750,TRAVEL,No
I-2008092017751,TRAVEL,No
